beta,seed,model_key,model_label,n,train_m,sigma,K,elite_frac,elite_total_count,elite_unseen_count,train_unique_count,iqp_steps,classical_steps,transformer_variant,transformer_d_model,transformer_heads,transformer_layers,transformer_dim_ff,transformer_epochs,maxent_steps,KL_pstar_to_q,quality_coverage_Q1000,quality_coverage_Q2000,quality_coverage_Q5000
0.2,117,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,175,190,600,600,medium,32,4,1,64,600,600,3.3004174953834853,0.04932280200486308,0.03855704281790608,0.02217364201446926
0.2,117,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,175,190,600,600,medium,32,4,1,64,600,600,0.8786887866883238,0.0503604081097417,0.04153121933889061,0.026553809808009896
0.2,117,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,175,190,600,600,medium,32,4,1,64,600,600,1.2383731512929945,0.04391874955630427,0.03539206710532215,0.022637614502063603
0.2,117,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,175,190,600,600,medium,32,4,1,64,600,600,1.4707777910589743,0.03870300090230424,0.03133910142507543,0.020267908365483044
0.2,118,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,166,192,600,600,medium,32,4,1,64,600,600,0.5169230822590688,0.0803100585103637,0.05462457486965024,0.027682063245415674
0.2,118,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,166,192,600,600,medium,32,4,1,64,600,600,0.8663696817944895,0.05714916098096296,0.045739480561255486,0.027523765339921676
0.2,118,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,166,192,600,600,medium,32,4,1,64,600,600,0.9512248503837082,0.05109748601164644,0.041345790624818406,0.0256591686749842
0.2,118,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,166,192,600,600,medium,32,4,1,64,600,600,1.3885244440740285,0.05077746337947491,0.037201521559319835,0.02133512701499218
0.2,118,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,166,192,600,600,medium,32,4,1,64,600,600,1.5856575483875144,0.040572952818086976,0.03233979899888353,0.020261845408231893
0.2,119,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,176,188,600,600,medium,32,4,1,64,600,600,0.46363908098671136,0.07795023502300812,0.05513670482127873,0.028588445247358332
0.2,119,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,176,188,600,600,medium,32,4,1,64,600,600,0.8834264770679108,0.05164417612208517,0.042800712555542034,0.027288096651572072
0.2,119,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,176,188,600,600,medium,32,4,1,64,600,600,0.908272554272573,0.05149679147643828,0.042420303953566836,0.02703775240135956
0.2,119,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,176,188,600,600,medium,32,4,1,64,600,600,1.2715496323165625,0.049003049955221825,0.039967786867741446,0.025385478005154272
0.2,119,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,176,188,600,600,medium,32,4,1,64,600,600,1.6576341202932785,0.04209107761958968,0.03341696544265823,0.020827955621559903
0.2,120,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,0.49130023148520235,0.08037339196660187,0.05540007194832371,0.02802411246442039
0.2,120,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,2.9205248600722657,0.05524278354435711,0.04045064925103882,0.02080102803323871
0.2,120,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,0.8385221897450568,0.05400780871859744,0.04378855473023097,0.02700106854616239
0.2,120,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,1.001897305046179,0.05539018032066942,0.04071643252450305,0.023052786186840053
0.2,120,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,167,189,600,600,medium,32,4,1,64,600,600,1.52707155947222,0.03794433133284291,0.029800043147425515,0.018698844233767727
0.3,111,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,165,189,600,600,medium,32,4,1,64,600,600,0.5067587863674674,0.07361206750482646,0.05115107261348289,0.026665670013658268
0.3,111,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,165,189,600,600,medium,32,4,1,64,600,600,1.2659196961834058,0.0513126102686124,0.04104944430446111,0.02501956445494931
0.3,111,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,165,189,600,600,medium,32,4,1,64,600,600,0.8576763492149263,0.05354202139039138,0.043148643170161774,0.026402416954056616
0.3,111,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,165,189,600,600,medium,32,4,1,64,600,600,1.0981081648352709,0.05470917117325641,0.042626468982177416,0.025243110684823135
0.3,111,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,165,189,600,600,medium,32,4,1,64,600,600,1.5423872416966504,0.03958270819810889,0.031181680893119228,0.019533320145812747
