seed,curve_key,Q,R_Q
114,target,987,0.6715484326148674
114,uniform,987,0.21415540041797168
114,spectral,987,0.4785381121586157
114,parity_sim,987,0.5115647045559513
114,parity_hw,987,0.43399756888275587
114,mse_sim,987,0.5427827506702332
114,mse_hw,987,0.41329325692612884
114,target,1000,0.6754565272706634
114,uniform,1000,0.21664588585949485
114,spectral,1000,0.4823835757094112
114,parity_sim,1000,0.5143635732405464
114,parity_hw,1000,0.43725178748988336
114,mse_sim,1000,0.5459584539835399
114,mse_hw,1000,0.4166819645630393
114,target,1007,0.6775354504772942
114,uniform,1007,0.2179836456771123
114,spectral,1007,0.48443636533568374
114,parity_sim,1007,0.5158548625965106
114,parity_hw,1007,0.43898893324956223
114,mse_sim,1007,0.5476500858205969
114,mse_hw,1007,0.41849289011740376
114,target,1027,0.6833792046337452
114,uniform,1027,0.2217932416234367
114,spectral,1027,0.4902335922723019
114,parity_sim,1027,0.5200562353647227
114,parity_hw,1027,0.44389487156330004
114,mse_sim,1027,0.5524140631975867
114,mse_hw,1027,0.42361464923055225
114,target,1048,0.6893658962877048
114,uniform,1048,0.22577334544525487
114,spectral,1048,0.49621421180060105
114,parity_sim,1048,0.524375575770539
114,parity_hw,1048,0.44895656612901036
114,mse_sim,1048,0.5573087161394316
114,mse_hw,1048,0.428910529002596
114,target,1068,0.6949298732898881
114,uniform,1068,0.22954499383652302
114,spectral,1068,0.5018107438609479
114,parity_sim,1068,0.5284046418108739
114,parity_hw,1068,0.453694158120114
114,mse_sim,1068,0.5618712701480981
114,mse_hw,1068,0.4338778636130749
114,target,1079,0.6979343652888352
114,uniform,1079,0.23161156297133093
114,spectral,1079,0.5048482737958631
114,parity_sim,1079,0.5305865085256131
114,parity_hw,1079,0.4562660479120033
114,mse_sim,1079,0.564340649543775
114,mse_hw,1079,0.43657873069643954
114,target,1088,0.7003637929418268
114,uniform,1088,0.23329826862685094
114,spectral,1088,0.5073124053323547
114,parity_sim,1088,0.5323540753709862
114,parity_hw,1088,0.4583527875633495
114,mse_sim,1088,0.5663403758031893
114,mse_hw,1088,0.4387723125684658
114,target,1108,0.7056716383779106
114,uniform,1108,0.23703325932331504
114,spectral,1108,0.512721121122019
114,parity_sim,1108,0.5362265847346225
114,parity_hw,1108,0.46293443264798595
114,mse_sim,1108,0.5707190043021099
114,mse_hw,1108,0.44359541464796765
114,target,1129,0.7111133728237607
114,uniform,1129,0.24093541875305718
114,spectral,1129,0.5183022972253682
114,parity_sim,1129,0.5402127494924295
114,parity_hw,1129,0.46766439807790966
114,mse_sim,1129,0.5752223006224703
114,mse_hw,1129,0.4485845189471725
114,target,1149,0.716174562936698
114,uniform,1149,0.24463320504068498
114,spectral,1149,0.5235263070232854
114,parity_sim,1149,0.5439354915824614
114,parity_hw,1149,0.47209413796358807
114,mse_sim,1149,0.5794242184915948
114,mse_hw,1149,0.453265983690008
114,target,1165,0.7201406471588843
114,uniform,1165,0.24757845992981253
114,spectral,1165,0.527642543387136
114,parity_sim,1165,0.5468635845179597
114,parity_hw,1165,0.475586479917746
114,mse_sim,1165,0.5827264750209139
114,mse_hw,1165,0.4569629049132156
114,target,1169,0.7211208875104296
114,uniform,1169,0.24831297754692036
114,spectral,1169,0.5286629741018976
114,parity_sim,1169,0.5475887999447008
114,parity_hw,1169,0.47645253604977383
