model_key,model_label,KL_pstar_to_q,BSHS,TV_score,Composite,beta,seed,q_eval,holdout_mode,train_m,sigma,K
iqp_parity_mse,IQP (parity),0.6591811622464607,0.6939628349076074,0.2130566721565296,0.5461094227018815,0.9,111,1000,global,200,1.0,512
classical_nnn_fields_parity,Ising NN+NNN,1.0584907671853871,0.638465344127289,0.18673053032152487,0.5192443718264854,0.9,111,1000,global,200,1.0,512
classical_dense_fields_xent,Dense Ising,1.1236588534797285,0.6414257855395381,0.1952621783806319,0.51617958938558,0.9,111,1000,global,200,1.0,512
classical_transformer_mle,AR Transf.,1.0502269147193166,0.6481083019322347,0.1519709706390117,0.5496146542083913,0.9,111,1000,global,200,1.0,512
classical_maxent_parity,MaxEnt,1.9989904948817023,0.5519421587942777,0.12814045124198498,0.48121604150690356,0.9,111,1000,global,200,1.0,512
iqp_parity_mse,IQP (parity),0.5133761508614133,0.7054212568531453,0.19884296112890576,0.5651532052971915,0.9,112,1000,global,200,1.0,512
classical_nnn_fields_parity,Ising NN+NNN,1.0542325434116597,0.6308374002960323,0.17546034482393436,0.5201504525122561,0.9,112,1000,global,200,1.0,512
classical_dense_fields_xent,Dense Ising,1.0641932430663616,0.6418905290631621,0.19293529704007267,0.5180471891711516,0.9,112,1000,global,200,1.0,512
classical_transformer_mle,AR Transf.,1.0479770837861042,0.6233329007643645,0.14158492950646018,0.5350783559505846,0.9,112,1000,global,200,1.0,512
classical_maxent_parity,MaxEnt,2.298351334792656,0.5401373574610854,0.13715337916638265,0.4660556936712972,0.9,112,1000,global,200,1.0,512
